age,gender,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
21,Female,4.97,3.14,2.25,4.8,1.46,7.62,8.43,Good,8,25,23,36.02,34.81
18,Other,6.37,1.99,1.02,4.44,3.95,7.43,11.36,Good,8,26,16,49.57,59.69
17,Male,4.62,1.38,2.05,4.13,0.64,5.03,13.26,Poor,3,13,37,22.75,33.48
24,Female,5.75,2.47,1.59,3.91,5.29,6.16,4.41,Average,6,14,22,32.34,33.57
19,Male,5.34,0.99,0.01,2.13,1.8,7.63,14.25,Good,5,19,13,38.78,28.97
22,Female,5.47,3.51,2.58,2.82,1.51,5.42,6.08,Average,2,20,12,19.54,30.43
16,Male,5.42,2.6,1.61,2.58,0.33,3.94,5.95,Good,6,17,6,24.17,43.46
16,Female,3.11,3.61,3.73,2.91,0.72,7.49,1.69,Poor,5,15,0,20.48,28.3
22,Other,4.44,2.36,4.76,0.28,3.56,8.71,8.63,Average,0,10,4,18.33,27.0
16,Female,7.31,1.74,1.55,3.55,1.81,4.41,4.31,Poor,1,28,0,23.18,50.77
18,Other,5.55,1.1,1.2,2.96,1.54,6.91,3.71,Poor,6,18,0,30.81,28.68
20,Other,7.65,1.49,3.85,2.7,2.34,5.15,6.01,Poor,4,24,27,36.29,45.5
22,Other,7.92,1.71,1.0,3.09,3.53,7.2,6.45,Good,10,23,8,59.48,73.23
16,Other,4.66,1.96,1.16,2.08,1.26,5.68,9.11,Good,7,20,9,29.32,41.05
17,Female,6.18,2.79,1.56,4.25,0.52,7.08,7.32,Good,0,20,12,27.0,49.72
21,Male,4.07,2.88,2.03,3.59,0.87,5.97,2.98,Good,2,16,11,12.1,34.23
17,Female,4.79,4.08,1.1,1.66,3.65,8.16,6.91,Poor,4,23,0,30.63,43.08
24,Other,5.35,2.2,1.62,1.83,2.14,6.02,4.89,Average,5,5,12,22.93,46.93
19,Female,6.06,1.07,0.06,3.3,2.77,8.33,2.64,Good,9,16,0,31.39,45.74
18,Other,4.88,2.19,2.21,1.86,0.66,7.58,11.12,Good,8,21,15,39.94,60.73
18,Female,5.37,2.42,0.38,4.67,3.34,8.48,3.38,Good,3,14,7,24.46,22.25
20,Female,2.68,3.85,0.72,6.22,1.33,5.64,8.16,Poor,2,7,25,1.76,27.03
18,Male,6.6,2.14,0.6,4.55,1.32,7.26,6.43,Average,4,11,16,35.21,47.45
15,Male,5.52,0.21,0.23,2.8,1.63,9.28,11.04,Average,8,8,7,32.66,39.77
16,Male,1.98,2.47,0.37,2.18,1.29,7.94,6.0,Good,10,10,8,21.89,42.29
19,Female,6.71,0.48,1.41,1.93,2.58,6.9,7.02,Good,5,13,16,37.77,61.17
20,Other,5.1,2.4,5.44,2.87,1.46,6.83,1.52,Good,9,19,6,33.65,61.11
23,Male,2.9,0.49,1.54,4.17,0.28,6.87,1.41,Good,5,4,0,15.46,32.7
21,Other,8.15,4.38,1.42,1.32,1.26,9.22,7.87,Poor,8,33,7,47.88,64.0
19,Female,4.66,1.18,2.12,7.23,0.86,7.04,7.08,Average,6,16,31,27.05,41.92
20,Male,3.56,4.84,0.81,1.77,0.16,8.64,10.84,Average,7,8,9,15.97,19.78
17,Other,3.72,2.98,2.33,1.0,0.39,6.66,7.64,Good,9,12,2,39.84,55.43
18,Female,5.08,0.41,2.59,1.68,2.73,7.38,4.44,Poor,8,8,10,33.0,50.02
18,Other,6.1,2.24,1.81,5.16,1.86,7.23,10.93,Good,2,15,22,22.87,47.13
21,Other,4.14,4.81,2.1,5.53,0.77,6.88,7.56,Poor,9,19,16,25.67,53.28
20,Other,8.49,2.56,0.89,2.74,1.23,7.08,9.86,Good,7,24,8,48.11,56.15
23,Female,3.94,0.67,4.19,4.69,3.03,6.87,9.53,Average,5,6,13,17.91,40.01
15,Male,4.02,1.91,2.17,3.57,3.04,7.74,4.06,Good,6,13,9,26.68,37.87
24,Other,3.65,2.17,4.19,2.77,0.13,7.7,3.4,Average,8,20,13,37.72,61.4
16,Male,9.2,2.69,3.25,3.1,0.32,8.37,5.37,Average,0,31,1,40.9,56.36
22,Male,4.77,2.91,3.07,0.94,0.62,8.45,6.71,Poor,8,27,6,39.93,50.35
16,Other,2.85,2.08,0.12,2.95,0.58,5.35,5.58,Average,9,13,27,17.13,27.53
18,Male,2.11,3.21,0.54,3.79,2.65,7.59,7.46,Good,9,12,30,12.03,22.46
19,Male,2.05,2.31,3.86,0.94,2.79,8.8,3.92,Poor,1,2,8,7.25,16.45
18,Female,4.16,1.25,2.1,2.96,2.76,6.52,8.66,Poor,9,14,21,19.16,32.4
22,Female,3.15,2.1,1.95,5.22,0.51,5.07,8.24,Good,4,13,15,9.53,31.79
20,Male,2.34,1.65,0.05,2.12,1.71,7.46,6.34,Average,9,11,10,16.8,14.83
22,Male,2.44,3.23,3.38,4.23,0.37,7.05,6.88,Poor,10,8,18,18.58,20.43
22,Female,3.85,3.86,1.88,2.12,2.1,5.07,5.14,Average,5,6,27,21.28,36.09
20,Male,0.05,2.42,4.11,2.33,1.32,9.09,4.95,Average,9,1,2,12.03,18.67
15,Male,3.11,3.45,2.31,3.16,1.92,7.54,5.31,Average,8,17,18,26.29,36.59
15,Male,5.22,0.85,1.05,2.03,1.52,7.6,1.17,Poor,5,6,0,34.71,36.3
20,Female,3.66,1.63,3.69,3.72,3.07,8.14,3.89,Average,10,7,16,31.06,48.56
22,Male,7.44,3.29,3.25,4.08,0.78,5.5,5.3,Poor,8,35,24,38.72,63.79
18,Female,4.98,3.35,1.92,2.17,2.14,6.49,2.49,Good,2,11,9,31.15,33.18
20,Other,0.2,1.66,1.47,4.36,0.76,6.17,3.8,Poor,4,1,2,4.67,11.13
22,Male,5.55,2.07,2.6,3.31,1.68,6.03,7.75,Poor,3,12,35,31.5,41.51
19,Other,3.74,2.71,2.85,2.16,1.6,6.99,3.97,Average,3,5,10,11.81,23.35
17,Male,5.48,4.02,3.32,2.52,0.42,6.56,9.73,Average,6,22,0,30.33,35.32
19,Female,5.31,3.23,0.7,3.08,0.22,6.74,3.71,Average,3,16,1,15.92,23.5
15,Female,3.68,2.78,0.87,1.3,0.22,6.4,13.17,Good,5,18,9,29.62,39.91
19,Male,4.24,2.55,0.4,2.01,1.66,6.27,8.56,Good,5,19,18,30.87,26.64
20,Other,5.91,0.4,2.36,2.13,2.54,8.11,5.71,Good,2,16,10,27.81,26.47
20,Other,6.48,1.35,1.63,4.44,2.77,6.77,11.17,Good,1,23,30,28.76,39.7
19,Male,7.6,4.06,4.08,3.23,0.7,9.23,10.11,Good,1,29,24,42.84,54.4
17,Male,2.93,3.11,2.82,1.81,2.46,8.38,5.97,Good,0,3,4,11.11,29.87
17,Female,4.66,4.56,3.55,3.87,1.23,5.02,5.95,Poor,3,21,23,14.55,27.81
20,Other,5.98,3.03,2.27,4.22,3.82,8.49,3.06,Average,5,14,15,26.04,36.08
17,Female,4.69,1.99,1.3,2.93,1.49,6.67,9.0,Poor,5,12,10,18.42,35.68
17,Female,0.79,2.6,0.21,2.44,0.23,7.4,5.97,Poor,2,6,0,6.42,9.09
20,Female,2.22,0.68,1.95,4.58,1.84,4.53,5.16,Average,10,3,36,20.21,19.83
17,Male,5.67,2.23,2.08,2.4,0.38,8.26,2.02,Good,4,20,1,24.47,38.36
19,Female,1.63,1.33,1.05,2.84,1.82,6.93,8.67,Average,8,1,6,3.77,8.32
21,Other,2.34,3.6,2.26,1.82,2.6,7.13,6.05,Good,6,2,0,22.5,24.31
17,Female,5.84,1.45,3.85,3.11,4.66,6.82,7.3,Good,4,15,30,26.46,58.88
21,Other,4.56,1.53,2.2,3.76,2.05,6.48,4.98,Poor,4,9,5,17.38,33.19
22,Other,3.11,1.86,1.39,1.97,1.5,7.54,6.32,Poor,3,14,15,19.15,22.75
21,Other,2.75,2.09,1.69,0.68,1.13,8.58,8.53,Good,2,13,24,21.0,27.66
18,Female,4.38,3.55,1.35,0.82,0.49,7.37,6.44,Average,3,11,0,19.39,33.15
19,Male,2.85,1.96,1.58,0.86,0.59,6.88,7.68,Average,2,3,1,11.54,20.56
22,Other,6.84,3.64,2.7,5.12,1.73,8.32,9.83,Average,4,23,20,30.68,41.33
23,Other,4.46,1.44,0.62,1.91,1.35,9.08,6.91,Poor,4,27,0,40.71,54.04
24,Male,5.7,2.06,3.44,3.97,3.75,5.5,8.67,Good,9,13,34,40.25,44.28
22,Female,5.94,2.29,2.5,2.72,1.59,8.52,6.45,Poor,8,17,6,45.21,50.43
20,Male,4.62,2.8,0.49,4.01,1.79,5.56,2.53,Good,7,16,6,29.32,46.79
20,Female,6.62,3.27,2.51,4.96,2.08,9.46,4.96,Good,10,16,7,39.67,44.62
17,Female,5.17,2.33,2.18,1.11,3.05,5.13,8.11,Good,7,15,14,31.59,55.9
19,Other,5.12,0.82,1.44,3.17,3.93,7.95,3.55,Average,9,3,0,34.26,55.79
17,Female,4.6,0.28,1.62,3.28,1.67,8.09,4.12,Average,3,11,6,18.01,25.85
22,Male,3.29,1.67,2.32,1.67,0.37,7.06,6.71,Poor,3,20,15,20.99,13.94
21,Female,3.54,1.44,0.11,2.11,2.41,6.51,5.35,Average,2,0,0,11.73,14.78
15,Male,3.96,2.96,2.74,4.78,2.05,8.03,6.49,Average,0,8,17,9.28,15.79
17,Other,7.64,3.06,2.65,4.15,0.45,7.58,11.22,Good,0,29,22,32.3,56.08
17,Other,3.62,1.14,1.15,1.34,0.45,10.0,12.88,Good,7,14,4,34.91,33.69
16,Male,6.73,1.85,1.94,1.67,2.72,8.22,6.64,Poor,4,25,9,34.9,32.11
21,Female,5.02,2.9,1.63,4.66,1.54,8.74,11.39,Average,7,19,22,30.56,49.85
18,Female,0.01,0.1,1.28,4.97,0.3,8.57,9.35,Good,8,0,10,3.32,15.82
19,Male,3.12,1.96,0.62,3.18,1.0,9.56,2.88,Good,5,13,0,13.65,26.57
16,Male,5.02,3.27,0.81,4.02,1.78,4.53,2.62,Average,9,22,0,37.13,46.21
16,Male,2.56,4.56,1.68,3.89,1.78,8.66,7.7,Average,1,9,24,16.59,22.22
20,Male,5.32,3.08,2.82,4.08,0.54,4.28,7.08,Average,7,23,29,26.62,38.63
19,Female,2.96,1.56,1.64,3.93,0.01,7.91,4.22,Good,3,0,0,8.04,27.64
16,Other,4.64,1.11,2.54,3.78,3.77,7.02,4.62,Poor,9,15,28,39.59,39.46
22,Female,1.9,2.28,3.45,1.42,0.75,7.88,3.82,Good,2,18,0,14.8,11.37
20,Female,3.25,1.65,0.97,0.68,1.93,6.75,9.35,Good,7,6,5,25.79,27.39
19,Female,7.34,2.93,0.18,3.26,0.9,8.76,10.61,Average,9,27,0,52.62,66.96
17,Other,7.68,2.14,3.25,3.0,1.6,7.4,4.25,Poor,3,25,0,42.25,57.33
21,Male,2.41,0.92,1.66,1.99,3.21,6.49,7.05,Good,3,4,9,14.79,19.13
20,Other,6.19,2.39,1.79,1.24,2.34,8.66,7.39,Good,6,16,6,40.31,52.59
17,Other,7.55,3.98,2.25,1.45,2.35,6.61,4.07,Average,1,27,9,21.69,49.32
21,Female,4.51,2.01,3.34,4.65,1.25,9.76,6.32,Average,3,13,1,14.84,29.24
23,Female,5.97,2.05,1.76,1.93,1.58,7.13,8.01,Good,8,29,4,46.94,55.36
19,Other,3.31,1.16,2.83,1.81,1.85,6.5,0.93,Poor,6,13,11,20.21,27.14
18,Other,7.67,5.15,1.74,1.92,2.58,6.68,9.43,Good,5,35,3,44.1,61.69
19,Female,4.66,3.73,1.31,2.86,0.95,6.89,8.11,Poor,8,12,26,23.31,28.88
18,Female,2.91,0.39,0.92,3.23,0.54,6.54,4.86,Average,2,5,20,13.59,27.47
19,Female,7.43,3.19,2.44,3.95,0.04,5.92,6.59,Average,4,24,4,41.09,63.41
17,Female,2.23,0.16,3.36,5.75,4.49,5.32,9.79,Good,1,1,52,0.26,2.31
17,Female,4.62,2.49,2.43,2.66,0.17,7.32,3.44,Average,4,14,0,28.72,39.09
21,Female,8.06,3.37,3.05,2.59,3.54,8.33,5.16,Average,6,21,6,41.86,55.16
23,Other,3.22,4.44,1.46,4.69,2.83,8.87,6.9,Average,7,1,6,19.64,32.35
20,Female,1.98,2.01,2.13,4.24,0.15,7.7,7.27,Average,5,2,22,6.9,16.52
22,Female,7.43,3.51,2.16,3.52,1.22,7.27,3.67,Good,6,28,9,40.7,40.78
17,Male,3.04,2.04,3.23,0.58,2.12,4.13,3.64,Average,3,15,1,11.51,35.09
19,Male,5.13,0.84,0.11,4.63,0.72,6.33,4.96,Poor,4,12,0,33.54,48.91
15,Female,3.6,0.99,0.36,2.11,2.29,7.94,7.16,Poor,7,8,15,23.55,27.45
17,Male,5.02,4.53,2.03,3.38,1.04,7.03,4.99,Good,6,11,20,28.78,23.57
18,Other,5.06,2.07,1.34,1.83,0.38,8.68,7.09,Good,5,23,13,30.52,50.11
15,Male,4.41,1.97,2.09,2.77,2.91,5.71,4.37,Average,4,8,26,22.07,36.81
17,Female,6.31,2.17,1.89,4.58,3.58,5.81,7.95,Poor,1,13,23,30.83,44.9
18,Female,1.03,4.32,3.26,3.29,0.11,4.0,8.18,Average,4,8,23,3.98,2.8
16,Female,5.31,3.13,2.28,4.74,2.35,7.8,5.6,Good,6,14,20,16.51,31.59
14,Other,6.57,0.93,0.61,4.14,1.86,7.2,1.6,Average,6,15,0,39.37,41.62
22,Other,2.76,1.53,1.54,5.38,0.67,7.05,5.36,Average,3,0,21,1.44,8.44
20,Other,7.64,2.56,4.13,3.44,1.39,6.57,3.99,Average,0,25,22,35.93,38.06
18,Female,6.13,4.86,1.18,1.09,0.56,8.81,5.97,Poor,2,25,0,26.25,20.81
19,Other,3.29,2.6,0.71,4.68,2.1,7.39,12.33,Poor,6,7,19,11.83,27.48
19,Other,0.41,2.78,2.48,0.8,0.56,7.64,4.18,Poor,6,4,0,22.03,21.16
19,Female,3.32,2.61,0.21,1.87,0.99,8.91,7.19,Good,6,11,0,23.39,31.12
18,Female,2.34,2.38,4.19,1.41,0.02,9.08,11.38,Average,5,13,5,16.07,27.35
20,Female,4.07,3.17,0.64,5.2,1.57,6.8,5.08,Poor,0,13,26,14.9,20.51
20,Female,10.76,0.07,2.14,1.5,2.15,8.05,4.08,Average,0,34,3,43.7,63.77
17,Female,3.48,2.09,1.2,3.27,2.99,6.19,1.81,Poor,2,0,1,1.31,14.43
22,Male,1.49,2.42,0.91,3.68,1.07,8.56,9.83,Average,7,0,5,9.93,26.46
20,Other,4.74,2.17,2.92,3.11,2.21,7.65,7.88,Good,5,11,28,27.33,33.17
19,Male,4.09,2.81,1.33,3.88,2.57,8.84,8.4,Average,3,16,4,21.43,32.65
17,Female,6.56,0.78,1.18,3.86,1.26,7.22,3.17,Good,7,21,12,49.57,60.6
17,Other,4.89,1.59,2.83,4.62,3.52,4.83,5.94,Average,7,4,32,21.69,33.93
20,Other,6.37,1.48,1.05,4.21,0.78,10.68,3.53,Average,3,25,0,24.61,32.46
19,Male,10.64,3.16,1.48,3.86,1.65,6.8,7.39,Average,4,24,14,44.93,67.59
16,Female,3.79,1.75,2.01,0.87,0.71,8.76,4.72,Good,5,14,0,26.28,40.49
20,Male,5.56,0.89,2.5,2.29,2.46,7.91,1.13,Good,0,16,0,21.83,32.51
15,Female,8.02,2.0,1.36,1.05,3.64,6.52,5.76,Good,1,21,6,33.98,49.24
18,Female,3.33,3.12,1.81,1.74,0.42,7.48,2.94,Good,3,21,12,26.76,13.94
16,Male,5.01,1.59,3.59,4.6,3.37,7.71,7.11,Good,1,14,29,17.17,27.5
18,Female,6.23,3.28,1.8,3.07,3.42,8.3,5.37,Average,9,28,2,41.1,63.26
16,Other,5.52,0.89,1.78,0.57,2.53,9.72,2.18,Good,4,24,0,30.15,52.01
24,Other,5.59,2.4,0.97,1.67,2.38,7.65,3.88,Good,7,13,0,29.05,36.67
18,Female,5.96,1.54,1.97,6.17,2.34,8.65,5.99,Good,7,16,8,35.77,46.84
23,Female,4.0,1.57,2.08,5.47,1.69,6.9,4.56,Good,1,0,5,8.11,27.09
15,Other,1.51,0.5,0.95,2.64,3.76,5.46,8.32,Good,3,0,22,12.66,12.12
23,Male,4.27,3.11,2.84,2.52,1.62,6.92,3.5,Average,0,8,6,11.35,14.57
23,Male,4.23,2.8,2.93,4.44,3.17,7.96,1.9,Average,7,5,2,24.6,33.69
16,Other,9.27,1.53,3.77,4.31,1.28,6.83,7.49,Poor,2,26,37,43.13,61.52
16,Male,3.21,5.22,1.09,5.05,1.32,9.21,7.45,Good,4,17,8,22.12,33.15
16,Other,5.24,1.17,2.91,3.05,1.87,10.44,9.83,Good,5,11,15,24.19,30.36
17,Female,2.17,1.95,0.82,1.62,2.97,4.27,6.9,Poor,10,4,7,28.82,27.16
22,Other,2.54,3.49,0.84,2.71,2.46,7.83,9.71,Good,4,0,18,10.83,19.78
16,Other,6.34,2.41,2.3,2.07,2.54,7.26,4.6,Average,1,22,29,13.84,28.1
21,Male,3.95,3.63,1.04,3.6,1.23,7.32,5.74,Good,8,18,19,27.77,27.06
16,Other,7.31,3.17,0.9,1.4,2.3,7.46,3.49,Poor,4,28,0,39.89,62.47
18,Male,7.11,2.31,2.88,0.92,1.9,7.01,7.49,Average,2,28,8,40.57,53.29
21,Male,3.5,2.94,3.35,5.25,2.89,5.46,5.16,Good,7,15,46,22.36,33.16
20,Other,6.66,3.28,3.89,2.79,2.77,3.73,10.49,Good,4,23,30,37.12,43.54
19,Female,4.24,2.52,3.71,2.49,1.46,5.58,8.19,Average,10,13,3,29.47,43.28
24,Other,4.19,3.43,3.01,2.96,2.42,7.13,11.43,Good,1,17,31,24.27,17.66
16,Other,5.97,1.43,1.13,2.64,1.71,5.69,8.54,Good,2,12,39,23.08,55.4
17,Female,0.19,2.66,0.71,2.96,2.81,7.25,4.31,Poor,5,0,8,5.22,20.67
18,Female,4.41,2.68,3.56,2.91,2.42,5.05,6.05,Good,3,11,10,32.28,14.88
17,Female,6.32,2.58,3.12,4.87,1.37,4.0,5.39,Average,3,27,30,28.79,36.57
17,Female,5.16,4.0,5.56,3.4,0.56,5.43,3.96,Average,1,21,18,25.36,37.19
17,Male,3.23,2.49,1.09,0.44,0.91,6.97,3.18,Good,2,14,1,20.5,42.98
16,Other,5.18,3.79,1.13,2.87,1.9,6.67,5.81,Poor,3,20,17,19.48,23.18
18,Male,4.26,2.6,0.65,1.77,1.74,5.05,11.23,Average,2,19,12,24.19,40.56
20,Female,5.24,2.07,1.91,0.06,1.56,7.9,1.87,Good,9,25,1,44.62,66.79
21,Female,2.48,1.64,0.94,3.51,4.81,5.6,7.55,Average,5,6,21,9.17,5.45
17,Male,5.83,2.1,2.2,3.01,3.29,7.27,8.23,Average,10,19,19,39.38,50.13
19,Female,5.05,0.99,5.14,2.74,2.79,5.09,9.34,Average,2,10,44,26.86,49.48
24,Other,4.27,0.1,1.8,2.24,1.38,5.62,7.41,Good,2,14,12,25.22,30.51
16,Male,3.95,3.1,2.09,2.44,1.44,5.85,6.8,Average,5,17,17,26.72,26.7
15,Female,4.5,1.18,0.74,2.6,0.97,7.19,5.14,Good,6,1,0,30.35,30.9
19,Other,6.26,2.35,1.26,1.66,1.25,8.87,3.82,Average,8,20,0,44.21,58.32
16,Other,7.34,0.73,2.5,2.58,1.57,8.76,4.94,Good,2,23,22,28.96,49.63
18,Other,3.78,2.66,2.14,3.95,2.7,6.61,4.57,Average,3,17,16,27.36,31.61
18,Male,6.11,0.79,1.54,3.83,1.76,6.62,7.68,Poor,8,17,23,29.86,52.78
19,Other,4.71,1.93,1.52,1.49,1.0,8.15,8.41,Average,0,14,0,22.19,14.04
16,Male,4.51,0.84,3.47,3.16,2.39,7.63,5.77,Poor,10,12,21,22.54,36.67
18,Male,5.98,1.06,1.08,1.47,2.85,7.28,4.49,Poor,2,20,13,24.57,50.93
16,Female,5.45,2.5,2.34,2.96,1.93,7.23,7.25,Poor,4,25,3,30.15,32.54
21,Female,2.67,2.28,2.89,3.74,2.66,10.97,4.57,Poor,8,6,5,28.74,30.52
17,Female,1.99,1.21,0.9,2.44,0.7,6.06,9.77,Average,5,17,21,10.85,12.23
23,Female,4.05,3.26,3.39,0.04,0.29,8.39,7.09,Good,1,32,6,26.74,23.99
22,Other,1.82,2.51,1.87,5.01,0.62,4.48,5.47,Poor,4,10,1,13.68,16.76
21,Male,5.99,0.15,3.77,2.15,3.14,6.59,13.7,Average,7,14,31,29.25,47.93
19,Male,4.27,1.4,2.39,3.22,3.05,7.52,9.0,Poor,0,15,21,18.79,16.39
17,Female,5.72,0.98,2.13,1.59,2.12,8.53,2.06,Good,3,17,11,27.69,30.56
19,Male,2.98,0.59,1.13,4.45,1.66,7.12,3.36,Poor,6,0,1,17.12,2.83
17,Female,2.06,1.68,3.57,6.17,1.33,7.42,7.59,Good,4,0,23,10.53,14.3
16,Other,7.11,2.17,2.6,3.86,0.8,6.85,6.6,Good,1,24,18,32.24,33.47
19,Female,1.7,2.37,3.0,3.83,3.91,9.27,8.54,Poor,1,6,34,5.28,12.31
22,Female,6.72,2.02,3.85,3.96,1.89,6.08,9.29,Good,7,5,29,37.66,63.23
19,Other,7.84,2.04,1.2,1.3,2.08,7.87,7.55,Good,6,38,4,49.93,74.7
22,Other,5.71,1.06,1.53,2.73,0.8,7.9,10.93,Average,2,13,9,23.56,31.84
16,Other,5.96,1.26,1.7,3.53,1.68,7.23,2.2,Poor,0,17,0,25.71,41.58
20,Male,4.77,1.65,0.25,1.04,4.53,5.12,5.96,Average,3,19,8,31.19,39.43
19,Female,8.87,1.72,0.39,3.11,0.04,5.87,7.72,Average,1,28,18,32.85,64.12
19,Other,5.63,2.63,1.0,4.16,0.91,6.87,2.35,Average,9,22,0,31.18,33.34
17,Other,3.69,2.7,1.26,3.29,2.33,6.42,6.3,Good,0,9,16,18.25,19.75
19,Female,2.08,5.25,2.8,3.0,2.87,5.66,7.56,Poor,0,8,13,6.33,7.7
16,Other,3.73,3.92,1.83,2.92,3.05,6.06,8.59,Poor,3,10,23,23.35,27.0
18,Other,8.68,2.13,0.27,4.79,2.7,8.27,6.1,Average,9,29,8,48.96,67.74
18,Male,2.56,1.34,1.89,1.5,2.76,9.64,7.14,Average,7,9,0,23.13,28.34
22,Other,3.78,0.91,2.41,0.69,2.1,5.78,2.98,Average,1,14,9,19.76,28.9
19,Female,2.33,1.88,0.51,5.36,0.28,5.25,3.18,Poor,7,2,9,9.28,25.99
17,Female,5.39,2.69,2.14,2.4,2.92,7.63,7.2,Average,4,20,0,41.49,50.87
20,Male,2.59,1.27,1.85,2.22,1.38,8.33,6.26,Poor,3,8,1,14.5,29.88
20,Other,4.05,1.15,1.68,1.3,0.06,7.26,10.49,Good,1,13,3,24.29,46.1
20,Male,5.08,2.29,0.5,2.26,0.6,8.1,7.82,Good,5,18,19,23.26,35.53
16,Other,6.88,1.27,1.81,5.43,0.12,7.73,0.78,Poor,3,25,2,22.16,39.68
20,Other,9.45,1.44,1.94,3.35,1.52,6.98,7.0,Good,3,31,24,41.03,64.23
18,Female,6.23,0.7,2.49,4.17,1.93,7.54,6.2,Average,4,15,0,34.07,58.98
22,Male,3.13,2.84,1.52,4.36,1.59,6.94,7.61,Good,5,1,19,12.69,24.33
15,Male,5.07,1.08,0.95,3.87,2.73,9.96,6.59,Good,2,12,5,19.68,22.01
19,Male,6.82,3.05,2.56,3.02,1.3,6.19,6.96,Poor,6,17,0,40.98,45.21
22,Female,10.3,2.84,2.59,2.45,2.94,6.02,4.13,Average,6,35,7,60.66,88.61
19,Female,2.75,2.2,0.07,0.19,0.36,7.16,6.31,Good,5,18,0,23.08,31.55
18,Male,5.79,2.47,3.32,3.54,1.12,8.22,6.84,Average,5,20,1,35.38,46.13
16,Other,6.78,3.12,2.92,3.08,2.99,5.73,11.97,Poor,4,11,32,28.97,34.7
16,Male,4.93,1.68,0.47,0.77,1.07,7.28,8.82,Average,6,12,0,36.25,43.94
24,Other,5.15,3.47,2.97,2.58,1.07,7.5,3.77,Good,4,20,5,19.42,28.48
16,Other,2.25,0.07,1.52,0.37,2.89,5.1,3.15,Poor,9,0,1,30.78,31.71
17,Female,3.59,2.4,2.41,3.17,2.49,8.33,7.69,Average,3,14,17,13.4,15.14
15,Female,2.89,2.95,1.56,3.82,1.87,7.11,5.34,Average,2,4,7,16.1,15.33
22,Other,6.76,3.96,0.46,5.77,1.41,9.34,4.73,Good,0,19,6,11.76,43.81
17,Female,2.98,0.49,0.17,2.45,4.02,5.76,4.33,Average,9,10,22,19.5,26.47
20,Other,2.5,2.25,2.15,1.0,0.63,7.89,9.44,Good,5,11,0,17.64,16.93
16,Other,7.13,1.28,2.25,4.2,2.9,5.83,6.48,Average,2,22,17,27.69,44.1
16,Male,6.63,1.82,0.21,1.44,1.03,7.79,8.22,Good,2,18,0,34.88,33.96
18,Female,6.41,1.49,4.57,2.66,1.69,5.72,6.76,Poor,3,20,12,34.24,49.95
17,Male,6.2,2.42,1.6,2.26,0.22,7.14,4.91,Poor,7,20,1,37.65,45.79
18,Female,5.64,2.41,2.55,2.34,0.74,6.87,11.8,Poor,6,20,32,24.14,54.61
21,Female,7.91,1.5,2.9,2.58,0.25,9.47,6.75,Average,6,21,0,47.69,54.19
22,Male,4.44,2.79,1.4,2.85,1.86,5.4,1.42,Average,2,9,11,8.95,16.51
15,Other,5.31,1.3,2.26,2.04,1.85,6.54,0.81,Average,9,20,2,30.01,48.0
16,Other,6.93,4.23,0.63,2.18,2.96,7.53,6.27,Poor,5,20,0,48.01,64.13
15,Male,7.68,3.26,1.35,2.72,2.11,8.87,4.96,Average,6,32,0,41.16,56.86
20,Other,6.31,2.3,1.95,2.81,0.43,6.63,6.17,Good,3,20,0,33.08,27.7
17,Female,4.66,2.3,0.74,4.83,1.93,5.96,4.81,Good,9,4,16,24.95,44.02
21,Other,7.95,4.48,1.65,3.26,0.29,8.38,1.24,Poor,9,22,0,54.01,78.55
22,Female,3.96,2.56,1.25,2.57,0.4,8.3,7.94,Average,9,12,23,21.22,36.9
15,Female,4.26,1.39,2.76,2.17,0.41,6.82,9.96,Poor,0,14,9,14.22,24.02
19,Male,7.79,2.1,1.16,3.76,1.71,3.71,1.57,Poor,9,30,21,42.22,63.89
21,Female,5.09,2.14,1.05,2.9,1.17,6.36,7.68,Good,6,18,0,28.25,47.68
18,Female,3.45,3.62,0.29,3.43,0.95,6.58,6.74,Good,3,13,5,13.98,30.23
17,Male,2.61,0.58,0.81,1.99,0.87,6.33,1.59,Good,8,5,0,23.19,32.84
20,Other,5.82,2.91,1.55,5.23,0.58,7.3,6.09,Average,2,13,11,21.71,18.02
19,Other,2.39,2.08,1.53,1.23,0.14,6.71,7.55,Average,2,3,0,12.37,10.85
19,Other,2.88,3.89,2.73,2.51,1.72,9.48,5.06,Poor,0,10,0,15.39,5.96
23,Female,6.8,0.88,2.24,4.35,1.06,7.75,8.43,Average,4,29,6,44.88,57.12
18,Male,5.47,1.74,2.81,5.06,0.55,8.38,3.4,Poor,2,6,17,23.7,39.37
19,Male,5.36,0.97,3.0,0.65,0.26,7.43,3.21,Poor,7,27,7,42.33,49.26
19,Male,6.36,2.39,2.64,2.24,1.47,7.71,1.86,Good,8,17,1,37.71,52.7
18,Male,3.98,1.72,1.89,4.26,1.43,9.02,7.54,Good,4,1,3,28.87,30.47
17,Other,4.84,1.27,2.0,2.98,0.3,7.08,8.11,Good,8,14,0,23.9,47.18
22,Male,4.44,0.98,3.19,6.23,3.75,7.15,9.97,Average,9,12,48,26.46,46.54
24,Male,5.22,2.98,1.57,4.69,1.48,5.94,5.07,Good,9,6,27,47.05,59.18
